NFCSID,A1,A2,A3,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B3,B4,B5,B6,B8,B10,B11,C1,C2,C3,C4,C5_1,C5_2,C5_3,C5_4,C5_5,C6,C7,C8,C9,C10_1,C10_2,C10_3,C11,C12,C13,C14,C15,C16_1,C16_2,C16_3,D1_1,D1_2,D2,D3,D4,E1_1,E1_2,E1_3,E2,E3,E4,E5,E6,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F4,F5,G1,G2,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14_1,G14_2,G14_3,G14_4,G14_98,G14_99,H2,H3,WGT1,S_Gender,S_Age,S_Ethnicity,S_Education,S_Income
2015026604,2,2,1,1,1,2,2,2,2,2,2,1,3,2, ,2,4,2,1, , , ,1,1,1,1,1,1,2, , ,3,3,3,2,3,7,7,4,2,2,2,7,4,3,2,1,98,98,98,98, , ,3,98,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2,99,5,1,2,2,1,98,3,4,3,3,4,1,0,0,0,0,0,2,1,1.229115,1,3,1,1,2
2015026616,1,1,1,1,1,2,2,2,1,2,2,3,9,1,2,2,3,2,2,1,5,1,2,3,3,3,3,3,2,8,1,3,3,3,2,3,10,8,6,1,2,1,8,7,5,2,4,7,7,7,1,2,2,3,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2, ,1,8,5,1,2,3,1,1,4,3,3,2,3,1,0,0,0,0,0,2,1,1.480255,1,2,1,1,2
2015026621,2,1,1,1,1,1,1,2,1,2,2,1,10,2, ,2,3,1,3,1,4,1,3,3,3,3,3,2,2,10,2,3,3,3,2,3,4,10,7,2,1,2,8,3,4,3,1,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2, ,2,4,4,1,2,2,1,1,3,98,98,3,98,1,0,0,0,0,0,2,1,0.592976,1,3,1,2,3
2015026628,1,1,1,1,98,1,1,98,1,98,1,3,3,98, ,2,2,2,2,1,3,1,2,3,3,3,3,3,1,6,2,2,2,2,2,3,8,8,5,1,1,1,8,8,98,2,4,7,7,7,2, , ,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, , ,7,5,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,1,1,1,0.996739,2,1,1,2,2
2015026639,1,1,1,1,1,2,2,1,1,2,1,3,6,1,1,1,1,1,1, , , ,3,3,3,3,3,3,1, , ,3,3,3,1,3,10,10,7,1,1,1,10,10,4,1,7,10,10,10,1,3,1,1,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1, ,1,10,7,1,1,1,1,1,2,3,1,3,2,0,1,0,0,0,0,1,1,0.778899,1,2,1,2,2
2015026645,1,1,1,1,2,1,1,2,2,2,2,3,8,1,2,2,2,1,1, , , ,3,3,3,3,3,2,2, , ,3,3,3,2,3,7,7,7,1,2,2,7,6,3,3,2,7,7,7,2, , ,3,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2, , ,7,6,1,2,2,2,1,98,98,1,98,4,1,0,0,0,0,0,1,1,0.778899,1,2,1,2,2
2015026647,1,1,1,1,2,2,2,2,2,2,1,2,6,98, ,2,3,2,1, , , ,1,98,2,3,1,3,2, , ,3,2,3,2,3,7,7,7,2,2,1,8,6,3,3,2,8,7,8,2, , ,3,3,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2, ,1,9,5,1,2,2,2,1,5,98,1,2,3,1,0,0,0,0,0,2,1,1.229115,1,3,1,1,2
2015026648,1,1,1,1,1,1,1,1,1,1,2,4,9,1,1,1,2,2,2,1,5,1,2,3,3,3,3,3,1,9,1,3,3,3,2,3,9,9,6,1,1,2,8,7,4,2,5,7,9,8,1,3,1,3,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,9,6,1,2,2,1,4,4,99,1,99,3,1,0,0,0,0,0,1,2,0.778899,1,2,1,2,3
2015026657,1,2,1,2,2,1,2,2,2,1,2,1,2,2, ,1,2,2,1, , , ,1,2,3,1,3,3,2, , ,1,2,2,2,3,6,4,4,1,2,2,2,7,6,2,3,5,1,2,98, , ,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2, ,2,8,5,1,2,2,1,5,6,2,1,2,2,1,0,1,0,0,0,1,1,1.480255,1,2,1,1,2
2015026663,1,1,1,2,2,1,2,2,2,1,2,4,9,2, ,2,2,1,1, , , ,1,98,1,1,1,1,2, , ,3,3,3,2,3,10,10,7,1,2,2,7,1,2,3,4,4,4,2,1,3,98,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2, ,2,10,6,1,2,3,1,5,3,4,3,3,4,1,1,0,0,0,0,2,1,0.778899,1,2,1,2,3
2015026671,2,2,1,2,2,1,2,2,1,2,2,1,2,98, ,2,4,2,2,1,2,2,2,3,3,3,3,3,2,7,2,3,3,3,2,3,9,9,7,99,99,99,3,2,98,2,1,3,1,2,2, , ,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2, ,2,4,3,1,2,2,2,1,98,98,98,1,2,1,0,1,0,0,0,1,1,1.229115,2,3,1,1,1
2015026674,2,1,1,2,2,1,2,1,1,2,98,1,8,98, ,2,3,2,2,1,4,1,98,2,2,2,98,2,2,7,1,3,2,2,2,2,6,5,6,98,98,98,7,4,3,2,3,8,4,6,1,2,2,3,2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,7,4,1,2,2,1,1,3,2,3,2,4,0,0,0,1,0,0,1,1,1.229115,1,3,1,1,2
2015026678,2,98,1,1,1,1,1,1,2,98,1,2,8,98, ,2,3,1,2,1,4,1,2,3,3,2,3,3,2,10,1,3,3,3,2,3,9,10,4,2,1,2,8,6,3,2,4,8,8,5,1,2,2,3,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2,8,5,1,2,2,1,1,4,98,3,3,2,1,0,1,0,0,0,1,1,0.592976,1,3,1,2,3
2015026681,1,1,1,1,2,2,2,2,2,2,2,3,3,1,1,1,1,2,1, , , ,3,3,3,3,3,3,1, , ,3,3,3,2,3,10,9,7,1,1,1,9,8,4,2,2,8,8,8,98, , ,3,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,8,6,1,1,1,98,1,3,2,2,1,1,1,0,0,0,0,0,2,2,0.996739,2,1,1,2,2
2015026716,1,1,1,1,2,2,2,2,2,2,2,1,8,2, ,2,4,2,1, , , ,1,1,1,1,1,98,2, , ,3,3,3,2,3,10,10,7,2,2,2,8,7,4,3,1,1,1,1,2, , ,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2, ,2,10,5,1,2,2,2,5,98,4,3,2,4,1,1,1,0,0,0,2,1,0.592976,1,3,1,2,2
2015026747,1,1,1,1,1,1,1,2,2,1,2,3,7,98, ,2,1,2,1, , , ,3,3,3,3,3,3,1, , ,3,3,3,1,3,10,10,7,1,1,1,10,10,4,2,7,9,10,10,1,3,1,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,1,10,7,98,2,1,1,1,4,2,3,98,2,0,1,0,0,0,0,1,1,1.480255,2,2,1,1,2
2015026761,1,2,1,1,1,2,2,2,1,2,2,2,6,1,2,1,2,2,2,1,5,1,2,3,3,3,3,3,2,5,2,1,1,2,2,3,9,9,5,2,1,1,8,5,5,2,4,5,6,5,98, , ,1,3,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2, , ,7,6,4,2,98,1,98,98,1,1,2,98,1,0,0,0,0,0,1,1,1.480255,1,2,1,1,3
2015026765,1,1,1,1,1,1,2,1,1,2,2,3,7,1,2,2,3,2,2,1,5,1,2,3,3,3,3,3,1,10,1,3,2,3,2,3,10,10,5,1,1,2,8,6,4,3,1,6,6,7,2, , ,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1, ,1,9,6,1,2,1,1,1,4,2,3,1,2,1,0,0,0,0,0,1,1,1.229115,1,3,1,1,2
2015026767,1,2,1,2,2,1,2,2,2,2,2,2,3,2, ,2,2,1,1, , , ,1,3,2,1,2,2,2, , ,2,3,3,2,3,8,5,4,2,1,2,7,5,3,2,4,5,5,4,1,2,2,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2, ,2,7,4,1,2,2,1,1,4,4,3,3,4,0,1,0,0,0,0,2,1,1.229115,1,3,1,1,1
2015026770,2,1,1,98,2,1,2,1,2,2,2,2,7,98, ,2,3,1,2,1,5,1,1,2,3,2,3,2,2,8,1,1,98,1,2,2,7,8,6,2,1,2,9,98,4,2,2,6,7,5,1,1,98,2,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2, ,2,3,3,1,2,98,1,1,98,98,98,98,98,1,0,0,0,0,0,1,1,1.229115,1,3,1,1,2
2015026772,1,1,1,1,1,1,2,2,2,2,2,3,7,2, ,2,2,1,2,1,5,1,1,3,2,2,1,3,1,10,2,1,2,98,2,2,10,10,7,2,1,2,8,98,3,2,1,8,8,1,1,1,3,1,5,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2, ,2,8,7,1,2,2,1,1,4,98,3,98,98,0,0,0,0,1,0,2,1,1.229115,1,3,1,1,2
2015026777,1,1,1,1,2,2,1,1,1,1,2,3,5,1,1,1,2,1,1, , , ,3,3,3,2,3,3,1, , ,2,3,3,1,3,10,8,7,1,1,1,8,9,5,3,7,10,8,10,1,2,1,1,2,2,2,1,2,1,98,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,8,6,2,2,2,1,2,4,1,2,1,1,1,1,0,0,0,0,1,1,0.996739,1,1,1,2,2
2015026778,2,1,1,1,1,1,98,1,2,98,98,98,10,98, ,98,4,98,3,1,3,1,3,3,3,3,3,3,2,7,1,3,3,3,2,3,9,8,4,98,98,98,7,7,98,98,4,6,6,6,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98, , ,98,98,98,98,98,98,98,98,98,98,98,98,0,0,0,0,1,0,1,2,1.229115,1,3,1,1,2
2015026786,1,1,1,1,1,1,2,98,2,98,98,98,9,98, ,2,2,2,2,1,2,1,2,3,3,3,2,3,2,10,2,3,3,1,1,3,10,8,4,1,98,98,7,7,3,2,4,9,9,9,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2,10,5,1,1,2,1,2,3,98,3,98,98,1,0,0,0,0,0,2,1,1.229115,2,3,1,1,2
2015026796,1,2,1,1,2,2,2,2,1,2,2,1,1,2, ,2,4,1,1, , , ,1,1,1,1,1,1,2, , ,98,98,98,2,3,10,5,4,1,2,2,5,5,2,1,1,98,98,98,98, , ,98,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2,10,6,1,98,2,1,1,3,98,1,98,98,1,0,0,0,0,0,2,1,1.229115,1,3,1,1,1
2015026797,1,1,1,1,2,2,2,2,1,2,2,1,5,98, ,2,3,2,2,1,2,1,3,3,3,3,3,3,2,8,1,2,1,3,2,2,9,8,7,2,2,1,9,9,3,2,2,3,6,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2, ,2,7,4,1,2,2,1,1,3,98,1,2,98,0,0,0,0,1,0,2,1,1.229115,2,3,1,1,1
2015026837,1,1,1,1,2,2,2,2,1,2,2,3,5,1,2,1,2,1,1, , , ,2,2,3,2,1,3,2, , ,2,3,3,2,2,10,10,7,2,1,2,10,10,3,2,2,4,9,3,1,1,3,2,3,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1, ,1,9,6,1,2,3,1,1,98,4,1,2,2,0,0,0,0,1,0,1,2,1.480255,1,2,1,1,2
2015026840,2,1,1,2,1,1,2,2,1,2,2,3,4,98, ,2,3,2,2,1,4,1,1,3,3,3,3,3,2,5,2,3,3,3,2,2,7,6,4,1,98,98,5,6,2,2,5,5,6,3,98, , ,3,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,2, ,1,5,4,2,2,2,2,5,98,98,98,2,98,1,1,1,0,0,0,1,1,0.592976,2,3,1,2,3
2015026850,1,1,1,1,2,2,2,2,1,2,2,4,7,1,2,1,3,1,2,1,5,1,2,2,3,2,2,3,1,10,1,1,98,2,1,3,10,10,7,1,2,1,10,10,4,3,1,10,10,10,1,3,1,3,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1, ,1,8,5,1,2,2,2,1,4,2,98,3,3,0,0,0,0,1,0,2,1,1.480255,1,2,1,1,3
2015026881,1,1,1,2,2,2,2,1,2,2,2,1,8,2, ,2,3,2,1, , , ,1,3,2,2,98,98,2, , ,2,2,2,2,3,9,8,7,2,2,2,10,9,3,2,1,9,9,9,2, , ,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1, ,2,6,4,1,2,3,1,1,3,4,3,98,2,0,0,1,0,0,0,2,1,0.592976,1,3,1,2,2
2015026889,1,1,1,1,1,1,1,1,1,1,1,4,8,1,1,1,2,1,1, , , ,2,3,3,3,3,3,1, , ,2,2,2,1,2,10,10,7,1,1,1,10,10,4,2,7,9,10,7,1,2,2,3,3,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2, ,7,7,2,2,2,1,1,4,2,2,2,2,1,1,0,0,0,0,1,1,1.480255,1,2,1,1,2
2015026893,1,1,1,1,2,1,2,1,1,2,98,98,7,98, ,2,4,1,3,1,3,2,2,3,3,2,3,3,2,98,2,98,98,98,2,2,8,7,4,98,98,1,4,5,4,1,6,5,5,5,98, , ,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2, ,2,5,3,1,4,98,1,98,98,98,1,2,3,0,0,0,0,1,0,1,2,1.229115,2,3,1,1,2
2015026898,2,1,1,1,2,1,2,1,1,2,2,1,8,2, ,2,3,2,2,2,1,2,1,3,3,3,3,2,2,9,2,2,3,2,2,2,9,9,5,1,2,2,8,3,3,2,6,6,6,6,1,2,3,4,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2, ,2,7,4,1,2,2,1,5,4,4,1,2,3,1,0,0,0,0,0,1,1,0.592976,1,3,1,2,1
2015026912,2,1,1,2,1,1,2,2,2,2,2,1,3,98, ,1,3,1,3,1,2,2,2,3,3,3,2,3,2,7,1,2,3,3,2,2,8,7,5,2,2,1,4,3,3,2,3,5,3,5,2, , ,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2, ,2,3,4,1,2,3,1,1,4,1,1,1,3,1,0,1,0,0,0,2,1,2.064141,2,1,1,1,2
2015026935,1,1,1,1,2,2,2,1,2,2,2,2,3,2, ,2,2,1,2,2,2,2,2,2,2,3,3,3,2,7,99,2,2,2,2,3,9,9,5,99,99,99,3,3,98,2,6,4,4,4,2, , ,3,3,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2, ,1,7,6,1,2,2,1,1,98,98,98,3,1,0,0,0,0,1,0,2,1,1.480255,1,2,1,1,1
2015027002,1,1,1,1,2,2,2,2,2,1,2,2,7,1,1,2,1,1,1, , , ,3,3,3,2,3,3,1, , ,3,2,2,1,2,9,10,7,2,2,1,8,6,4,2,7,7,8,4,2, , ,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2, ,2,8,7,1,98,98,1,98,98,98,98,2,98,0,0,0,0,1,0,2,2,0.778899,1,2,1,2,3
2015027031,1,1,1,1,1,2,1,1,1,2,2,2,99,98, ,1,2,2,3,1,4,1,1,3,3,3,2,3,2,9,1,2,3,2,2,2,10,10,7,2,2,1,10,2,2,2,4,6,2,3,1,2,3,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,1,8,5,1,2,2,98,1,3,98,1,3,4,0,0,0,0,1,0,2,1,1.229115,1,3,1,1,2
2015027044,1,2,1,1,2,1,2,2,1,2,1,2,99,2, ,2,3,2,2,1,3,2,1,3,3,3,1,3,2,8,1,2,2,3,2,3,10,10,6,1,1,2,5,5,3,3,7,2,2,2,2, , ,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2, ,1,8,6,4,4,2,1,1,98,4,1,1,3,1,0,0,0,0,0,1,1,1.229115,2,3,1,1,2
2015027055,1,1,1,1,1,1,2,1,1,2,2,3,8,98, ,2,3,2,3,1,4,1,3,3,3,3,3,3,2,5,2,1,1,1,2,3,7,5,6,1,1,1,7,7,98,3,3,6,6,6,2, , ,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2,3,1,4,98,98,1,98,98,98,98,2,98,1,1,1,0,0,0,2,2,1.229115,1,3,1,1,2
2015027059,2,2,1,1,2,2,2,2,1,2,2,1,99,98, ,2,3,98,99, , , ,1,2,2,2,2,3,2, , ,98,98,98,2,2,1,2,98,98,98,98,7,5,98,98,2,98,98,98,98, , ,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2, ,2,4,2,98,98,98,98,98,98,98,98,98,98,0,0,0,0,1,0,2,1,1.229115,1,3,1,1,2
2015027064,1,1,1,1,1,2,2,2,2,2,2,2,5,98, ,2,3,1,2,1,3,1,1,3,3,2,2,2,2,7,1,2,2,2,2,2,7,5,5,1,98,1,7,5,3,2,3,6,6,5,2, , ,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2, ,2,7,4,2,98,98,1,1,3,98,3,98,3,0,0,0,0,1,0,2,1,1.229115,2,3,1,1,2
2015027077,2,1,1,1,1,1,2,1,2,2,2,2,9,2, ,2,3,2,3,1,3,1,2,3,3,3,2,3,2,9,2,3,3,3,2,3,8,8,6,1,1,2,7,7,2,2,3,8,8,8,1,2,2,3,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1, ,2,7,5,1,4,3,1,2,3,2,1,3,3,1,0,0,0,0,0,1,1,1.229115,1,3,1,1,2
2015027107,1,1,1,2,2,1,2,2,2,2,2,2,7,98, ,2,2,2,1, , , ,1,3,3,2,2,2,2, , ,1,1,1,2,3,6,2,6,2,98,98,9,8,5,3,1,9,98,98,98, , ,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2,8,5,1,2,98,1,98,98,98,98,2,3,1,0,0,0,0,0,2,1,1.229115,1,3,1,1,1
2015027138,2,1,1,1,2,1,1,2,2,2,1,1,9,98, ,2,1,1,3,1,3,2,1,3,3,3,3,3,2,10,2,3,3,1,2,2,7,9,7,2,1,2,9,8,3,3,1,8,8,7,1,2,2,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2, ,1,8,6,1,2,98,1,1,4,98,3,1,3,1,1,0,0,0,0,1,1,1.229115,2,3,1,1,2
2015027158,1,2,1,1,1,1,1,98,2,1,98,98,10,98, ,2,4,1,3,1,5,1,1,3,3,3,3,3,2,3,2,1,98,3,2,3,5,4,6,98,98,98,7,8,98,3,3,98,6,98,2, , ,98,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2, , ,3,4,98,98,98,1,98,98,98,98,98,98,1,0,0,0,0,0,2,1,1.229115,2,3,1,1,3
2015027187,2,1,1,1,2,1,2,2,2,2,2,1,10,98, ,2,3,2,1, , , ,1,3,3,3,98,2,2, , ,3,3,3,2,3,10,8,5,1,2,2,4,4,98,2,4,7,7,7,2, , ,3,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2, ,2,8,6,1,4,2,1,5,98,98,3,1,3,1,0,0,0,0,0,2,1,1.229115,2,3,1,1,3
2015027194,1,1,1,1,2,2,1,2,1,2,1,2,5,98, ,2,3,2,1, , , ,98,98,98,98,98,2,2, , ,3,98,98,2,3,7,6,4,2,98,1,98,98,99,3,4,5,5,5,1,2,2,3,99,2,2,1,98,98,2,98,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2, , ,6,4,4,1,98,98,4,3,98,99,99,99,0,0,0,0,0,1,2,1,1.480255,1,2,1,1,2
2015027205,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1, , , ,2,3,3,3,3,3,2, , ,3,3,3,2,3,10,10,7,2,1,2,10,5,2,2,4,5,5,5,1,3,1,3,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2, ,2,8,5,1,2,2,2,4,98,98,3,1,3,1,0,0,0,0,0,1,2,1.480255,2,2,1,1,1
2015027216,1,1,1,1,1,1,2,1,2,2,98,2,6,98, ,2,3,98,2,1,3,1,3,3,3,2,3,3,2,5,2,3,2,2,2,3,10,10,5,1,98,2,6,7,98,2,4,7,7,6,2, , ,3,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2,5,3,2,2,2,1,5,98,98,3,2,98,1,0,0,0,0,0,2,1,1.229115,2,3,1,1,1
2015027225,1,1,1,1,1,1,2,1,1,2,2,1,7,98, ,2,4,2,1, , , ,98,2,98,2,2,2,2, , ,3,3,3,2,2,8,8,6,2,1,2,6,6,2,2,4,5,4,6,1,2,2,3,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,98,98,98,1,1,98,98,98, ,1,6,4,1,2,2,1,5,4,98,3,3,4,1,1,0,0,0,0,2,1,0.592976,1,3,1,2,3
2015027228,1,2,1,1,1,2,2,2,2,2,2,1,2,2, ,1,1,2,2,1,3,1,3,3,3,3,3,3,1,10,1,1,1,1,2,3,10,10,7,2,2,1,10,10,5,3,5,8,10,10,2, , ,3,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2,10,7,1,2,2,1,1,3,4,2,2,3,1,0,0,0,0,0,1,1,2.064141,1,1,1,1,2
2015027266,2,2,1,1,2,2,2,2,2,2,2,3,3,98, ,2,3,1,1, , , ,1,3,98,98,3,2,2, , ,3,3,3,2,3,10,9,7,2,1,2,6,3,2,2,1,4,4,5,1,3,3,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2, ,1,6,4,1,2,2,98,5,3,1,2,98,3,1,0,0,0,0,0,1,1,1.229115,2,3,1,1,1
2015027272,2,1,1,1,1,1,2,99,1,2,2,1,7,98, ,2,2,2,2,1,3,1,2,3,3,3,3,3,2,9,1,2,2,2,2,3,8,9,6,1,2,1,4,4,98,3,3,5,5,3,98, , ,3,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,98,2,1,1,1,2,2, ,2,5,3,2,2,2,1,98,98,98,1,3,2,1,0,1,0,0,0,2,1,1.229115,2,3,1,1,2
2015027279,2,1,1,1,1,1,1,1,2,2,2,2,8,2, ,2,3,1,2,1,1,1,2,2,2,2,3,2,2,10,1,1,2,2,2,2,10,10,7,1,2,2,9,9,3,2,1,6,6,5,1,1,3,2,98,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,9,6,1,1,2,1,1,98,2,3,3,4,1,0,0,0,0,0,2,1,1.229115,2,3,1,1,3
2015027288,2,1,1,1,2,2,2,2,1,2,2,1,6,2, ,2,3,2,2,2,2,1,2,2,3,2,3,3,2,7,1,2,3,2,2,2,7,8,6,98,2,2,8,6,3,2,6,5,7,6,1,2,3,3,3,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2, ,1,7,5,1,2,98,1,1,5,4,3,2,2,1,0,0,0,0,0,1,1,1.229115,1,3,1,1,3
2015027292,1,1,1,1,2,2,2,2,2,2,2,3,8,2, ,2,2,1,1, , , ,1,2,3,2,3,2,2, , ,3,3,2,2,3,6,7,5,1,2,2,8,8,6,3,1,9,8,9,2, , ,3,3,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2, ,2,9,6,1,2,2,2,1,3,1,3,3,4,1,0,0,0,0,0,2,1,1.480255,1,2,1,1,3
2015027304,1,1,1,1,1,2,1,2,1,2,2,3,7,1,2,1,3,1,2,1,4,1,1,3,3,3,2,3,2,8,1,1,1,2,2,3,10,8,5,1,2,2,3,2,3,2,7,1,3,1,1,1,3,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1, ,2,7,5,2,4,2,1,2,3,2,3,3,3,1,0,0,0,0,0,1,1,1.480255,1,2,1,1,2
2015027305,2,1,1,1,2,2,1,1,2,2,2,2,7,2, ,2,3,1,2,1,3,1,3,3,3,3,3,3,2,9,1,3,3,3,2,2,10,9,6,1,1,2,6,7,5,3,6,6,6,6,2, , ,3,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1, ,2,7,5,4,2,3,1,1,4,2,1,1,2,0,0,0,1,0,0,2,2,1.229115,2,3,1,1,1
2015027337,1,1,1,1,1,2,98,2,1,2,98,2,8,98, ,2,3,2,1, , , ,3,3,2,2,2,3,2, , ,3,2,3,98,2,10,4,5,98,98,98,7,7,2,2,5,4,7,7,98, , ,3,3,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1, ,2,5,3,2,2,2,1,1,98,98,98,2,98,1,0,0,0,0,0,1,2,1.229115,2,3,1,1,2
2015027350,1,1,1,1,2,2,2,1,2,2,2,3,7,1,1,1,1,1,1, , , ,2,98,3,3,3,2,1, , ,2,3,2,2,3,8,7,6,1,2,2,9,8,4,3,6,7,7,8,1,3,2,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,1,2, , ,7,5,2,2,2,1,4,4,2,2,1,2,1,0,1,0,0,0,1,1,2.064141,1,1,1,1,2
2015027378,1,1,1,2,2,2,2,2,1,2,2,1,6,2, ,2,4,2,1, , , ,2,3,3,3,3,3,2, , ,3,3,3,2,3,10,7,7,2,1,2,9,3,4,2,2,8,9,8,1,3,2,3,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2, ,2,8,5,1,2,3,1,4,4,2,3,2,98,1,0,0,0,0,0,2,1,1.229115,1,3,1,1,2
